mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin
23	23	45	45	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	295		articStaccatoBelow						
23	23	181/4	181/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	296		articStaccatoBelow						
23	23	91/2	91/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	297							27	
23	23	44	44	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	298		articTenutoAbove						
23	23	89/2	89/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	299		articStaccatoAbove						
23	23	179/4	179/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	300		articStaccatoAbove						
23	23	181/4	181/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	301		articStaccatoBelow						
23	23	91/2	91/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	302							28	
24	24	46	46	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	303								
24	24	93/2	93/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	304		articAccentAbove					29	
24	24	375/8	375/8	0.0		7/32	7/32	Spanner	2/4	1	1	0										29	3
24	24	47	47	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	305								3
24	24	189/4	189/4	0.0		5/16	5/16	Spanner	2/4	1	1	0											
24	24	95/2	95/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0				other-dynamics							
24	24	95/2	95/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	306							30	
24	24	93/2	93/2	0.375		1/8	1/8	Chord	2/4	1	2	3/32	1/16	3/2	307		articAccentBelow						
24	24	375/8	375/8	0.0625		7/32	7/32	Chord	2/4	1	2	1/64	1/64	1	308								
24	24	751/16	751/16	0.0625		15/64	15/64	Chord	2/4	1	2	1/64	1/64	1	309								
24	24	47	47	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	310								
24	24	46	46	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	311								
24	24	93/2	93/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											4
24	24	93/2	93/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	312		articAccentAbove					31	4
24	24	47	47	0.0		1/4	1/4	Spanner	2/4	2	1	0											
24	24	47	47	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	313								
25	25	48	48	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	314							30	
25	25	97/2	97/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	315							30	
25	25	49	49	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	316							30	
25	25	197/4	197/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	317							30	
25	25	99/2	99/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	318							30	
25	25	199/4	199/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	319							30	
25	25	48	48	0.75		0	0	Chord	2/4	2	1	3/16	1/8	3/2	320								
25	25	195/4	195/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	321								
25	25	49	49	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	322								
25	25	99/2	99/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	323								
26	26	50	50	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	324							30	
26	26	51	51	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	325								
26	26	205/4	205/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	326							32	
26	26	103/2	103/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	327							32	
26	26	207/4	207/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	328							32	
26	26	50	50	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	329								
26	26	101/2	101/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	330								
26	26	203/4	203/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	331								
26	26	51	51	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	332								
26	26	103/2	103/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	333								
27	27	52	52	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	334							32	
27	27	209/4	209/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	335							32	
27	27	105/2	105/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	336							32	
27	27	211/4	211/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	337							32	
27	27	53	53	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	338							32	
27	27	213/4	213/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	339							32	
27	27	107/2	107/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	340							32	
27	27	215/4	215/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	341							32	
27	27	52	52	0.75		0	0	Chord	2/4	2	1	3/16	1/8	3/2	342								
27	27	211/4	211/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	343								
27	27	53	53	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	344								
27	27	107/2	107/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	345								
28	28	54	54	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	346							32, 33	
28	28	55	55	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	347								
28	28	221/4	221/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	348							34	
28	28	111/2	111/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	349								
28	28	223/4	223/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	350		articStaccatoBelow						
28	28	54	54	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	351								
28	28	109/2	109/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	352								
28	28	219/4	219/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	353							35	
28	28	55	55	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	354								
28	28	111/2	111/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	355							36	
29	29	56	56	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	356		articStaccatoBelow						
29	29	225/4	225/4	0.08333333333333333		1/16	1/16	Chord	2/4	1	1	1/48	1/32	2/3	357							37	
29	29	169/3	169/3	0.08333333333333333		1/12	1/12	Chord	2/4	1	1	1/48	1/32	2/3	358							37	
29	29	677/12	677/12	0.08333333333333333		5/48	5/48	Chord	2/4	1	1	1/48	1/32	2/3	359								
29	29	113/2	113/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	360		articStaccatoBelow						
29	29	227/4	227/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	361		articStaccatoBelow						
29	29	57	57	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	362		articStaccatoAbove						
29	29	229/4	229/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	363		articStaccatoAbove						
29	29	115/2	115/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	364		articStaccatoAbove						
29	29	231/4	231/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	365		articStaccatoAbove						
29	29	56	56	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	366								
30	30	58	58	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	367		articStaccatoBelow						
30	30	233/4	233/4	0.75		1/16	1/16	Chord	2/4	1	1	3/16	1/8	3/2	368		articTenutoBelow						
30	30	119/2	119/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	369		articAccentAbove					38	
30	30	58	58	0.75		0	0	Chord	2/4	2	1	3/16	1/8	3/2	370								
30	30	235/4	235/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	371							39	
30	30	59	59	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	372								
30	30	119/2	119/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	373		articAccentAbove					40	
31	31	60	60	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	374								
31	31	241/4	241/4	0.75		1/16	1/16	Chord	2/4	1	1	3/16	1/8	3/2	375		articTenutoBelow						
31	31	123/2	123/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	376		articAccentAbove						
31	31	60	60	0.75		0	0	Chord	2/4	2	1	3/16	1/8	3/2	377								
31	31	243/4	243/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	378							41	
31	31	61	61	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	379								
31	31	123/2	123/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	380		articAccentAbove					42	
32	32	62	62	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	381								
32	32	497/8	497/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	382								
32	32	249/4	249/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	383								
32	32	499/8	499/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	384								
32	32	125/2	125/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	385								
32	32	127/2	127/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	386							43	
32	32	62	62	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	387								
32	32	251/4	251/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	388		articAccentStaccatoBelow						
32	32	63	63	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	389		articAccentStaccatoBelow						
32	32	253/4	253/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	390		articAccentStaccatoBelow						
32	32	127/2	127/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	391		articAccentStaccatoBelow						
32	32	255/4	255/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	392		articAccentStaccatoBelow						
32	32	62	62	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	393								
33	33	64	64	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	394							43	
33	33	129/2	129/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	395							43	
33	33	65	65	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	396							43	
33	33	261/4	261/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	397							43	
33	33	131/2	131/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	398							43	
33	33	263/4	263/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	399							43	
33	33	64	64	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	400								
33	33	257/4	257/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	401								
33	33	129/2	129/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	402								
33	33	64	64	0.75		0	0	Chord	2/4	2	1	3/16	1/8	3/2	403								
33	33	259/4	259/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	404								
33	33	65	65	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	405								
33	33	131/2	131/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	406								
34	34	66	66	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	407							43	
34	34	67	67	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	408								
34	34	269/4	269/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	409							44	
34	34	135/2	135/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	410							44	
34	34	271/4	271/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	411							44	
34	34	66	66	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	412								
34	34	133/2	133/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	413								
34	34	267/4	267/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	414								
34	34	67	67	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	415								
34	34	135/2	135/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	416								
35	35	68	68	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	417							44	
35	35	273/4	273/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	418							44	
35	35	137/2	137/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	419							44	
35	35	275/4	275/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	420							44	
35	35	69	69	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	421							44	
35	35	277/4	277/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	422							44	
35	35	139/2	139/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	423							44	
35	35	279/4	279/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	424							44	
35	35	68	68	0.75		0	0	Chord	2/4	2	1	3/16	1/8	3/2	425								
35	35	275/4	275/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	426								
35	35	69	69	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	427								
35	35	139/2	139/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	428								
36	36	70	70	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	429							44	
36	36	71	71	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	430								
36	36	285/4	285/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	431							45	
36	36	143/2	143/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	432							45	
36	36	287/4	287/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	433		articStaccatoBelow					45	
36	36	70	70	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	434								
36	36	141/2	141/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	435								
36	36	283/4	283/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	436							46	
36	36	71	71	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	437								
36	36	143/2	143/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	438							47	
37	37	72	72	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	439		articStaccatoBelow						
37	37	289/4	289/4	0.08333333333333333		1/16	1/16	Chord	2/4	1	1	1/48	1/32	2/3	440							48	
37	37	217/3	217/3	0.08333333333333333		1/12	1/12	Chord	2/4	1	1	1/48	1/32	2/3	441							48	
37	37	869/12	869/12	0.08333333333333333		5/48	5/48	Chord	2/4	1	1	1/48	1/32	2/3	442								
37	37	145/2	145/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	443		articStaccatoBelow						
37	37	291/4	291/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	444		articStaccatoBelow						
37	37	73	73	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	445		articStaccatoAbove						
37	37	293/4	293/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	446		articStaccatoAbove						
37	37	147/2	147/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	447		articStaccatoAbove						
37	37	295/4	295/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	448		articStaccatoAbove						
37	37	72	72	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	449								
38	38	75	75	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	450								
38	38	301/4	301/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	451		articStaccatoAbove						
38	38	151/2	151/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	452		articStaccatoBelow						
38	38	303/4	303/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	453		articStaccatoBelow						
38	38	74	74	1.0		0	0	Chord	2/4	1	2	1/4	1/4	1	454							49	
38	38	74	74	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	455								
38	38	297/4	297/4	0.5		1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	456								
38	38	299/4	299/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	457								
38	38	74	74	0.25		0	0	Chord	2/4	2	2	1/16	1/16	1	458							50	
38	38	297/4	297/4	0.5		1/16	1/16	Chord	2/4	2	2	1/8	1/8	1	459							50	
38	38	299/4	299/4	0.25		3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	460							50	
38	38	75	75	0.25		1/4	1/4	Chord	2/4	2	2	1/16	1/16	1	461							50	
38	38	301/4	301/4	0.25		5/16	5/16	Chord	2/4	2	2	1/16	1/16	1	462								
38	38	151/2	151/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	463								
39	39	76	76	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	464							51	
39	39	305/4	305/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	465								
39	39	153/2	153/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	466		articStaccatoAbove						
39	39	307/4	307/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	467		articStaccatoAbove						
39	39	77	77	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	468		articStaccatoAbove						
39	39	309/4	309/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	469		articStaccatoAbove						
39	39	155/2	155/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	470							52	
39	39	76	76	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	471								
39	39	155/2	155/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	472							53	
40	40		78	0.25	1	0	0	Chord	2/4	1	1	1/16	1/16	1	473								
40	40		157/2	0.5	1	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	474		articAccentAbove					54	
40	40		631/8	0.0	1	7/32	7/32	Spanner	2/4	1	1	0										54	5
40	40		79	0.0	1	1/4	1/4	Spanner	2/4	1	1	0											
40	40		79	0.25	1	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	475								
40	40		157/2	0.375	1	1/8	1/8	Chord	2/4	1	2	3/32	1/16	3/2	476		articAccentBelow						
40	40		631/8	0.0625	1	7/32	7/32	Chord	2/4	1	2	1/64	1/64	1	477								
40	40		1263/16	0.0625	1	15/64	15/64	Chord	2/4	1	2	1/64	1/64	1	478								
40	40		79	0.25	1	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	479								
40	40		78	0.25	1	0	0	Chord	2/4	2	1	1/16	1/16	1	480								
40	40		157/2	0.0	1	1/8	1/8	Spanner	2/4	2	1	0											6
40	40		157/2	0.5	1	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	481		articAccentAbove					55	6
40	40		79	0.0	1	1/4	1/4	Spanner	2/4	2	1	0											
40	40		79	0.25	1	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	482								
40	40		317/4	0.25	1	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	483		articAccentStaccatoAbove						
40	40		159/2	0.25	1	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	484		articAccentStaccatoAbove						
40	40		319/4	0.25	1	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	485		articAccentStaccatoAbove						
41	40	78	80	0.25	2	0	0	Chord	2/4	1	1	1/16	1/16	1	486								
41	40	157/2	161/2	0.5	2	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	487		articAccentAbove					56	
41	40	631/8	647/8	0.0	2	7/32	7/32	Spanner	2/4	1	1	0										56	7
41	40	79	81	0.0	2	1/4	1/4	Spanner	2/4	1	1	0											
41	40	79	81	0.25	2	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	488								
41	40	157/2	161/2	0.375	2	1/8	1/8	Chord	2/4	1	2	3/32	1/16	3/2	489		articAccentBelow						
41	40	631/8	647/8	0.0625	2	7/32	7/32	Chord	2/4	1	2	1/64	1/64	1	490								
41	40	1263/16	1295/16	0.0625	2	15/64	15/64	Chord	2/4	1	2	1/64	1/64	1	491								
41	40	79	81	0.25	2	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	492								
41	40	78	80	0.25	2	0	0	Chord	2/4	2	1	1/16	1/16	1	493								
41	40	157/2	161/2	0.0	2	1/8	1/8	Spanner	2/4	2	1	0											8
41	40	157/2	161/2	0.5	2	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	494		articAccentAbove					57	8
41	40	79	81	0.0	2	1/4	1/4	Spanner	2/4	2	1	0											
41	40	79	81	0.25	2	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	495								
